d,mean,std
0,11.181669412980757,0.007878322855286456
1,12.621029551126203,0.00787380176536144
2,13.268835822804085,0.00782684680356707
3,13.990482965681906,0.007663810727831278
4,14.721366706930175,0.00738631675377818
5,15.472095226293499,0.006967905147413808
6,16.269343547397455,0.006344640286747174
7,17.097840015499845,0.0054396574233659244
8,18.88831956006587,1.0658141036401503e-17
9,18.86413416502748,1.7763568394002505e-17
