d,mean,std
0,11.186238841287068,0.007878324628224848
1,12.621029551126204,0.007873801765361435
2,13.274674112582934,0.007825020625525965
3,13.984677313501058,0.007666348694240646
4,14.70373445632192,0.0073964949293637275
5,15.463719193010968,0.0069741733341694674
6,16.266501055795317,0.006347424286363289
7,17.109367172622402,0.005424264126574267
8,18.88831956006587,1.0658141036401503e-17
9,18.86413416502748,1.7763568394002505e-17
