0,1
0.0006,0.9994
0.0006,0.9994
0.0011,0.9989
0.0037,0.9963
0.014,0.986
0.062,0.938
0.1717,0.8283
0.3398,0.6602
0.6106,0.3894
0.9541,0.0459
