d,mean,std
0,11.817276890388875,0.7853073560505781
1,11.650246958036679,0.801171616975668
2,12.627821124528804,0.7998947937015954
3,14.317573744170277,0.7512194132849067
4,15.73726085935221,0.6696174123304938
5,15.475281949974793,0.6965516243266996
6,17.691673048392587,0.37307702278135413
7,17.643313790280096,0.38061367857473016
8,18.77737596437602,0.07766051698289086
9,18.864134165027494,3.552713678800501e-16
