d,mean,std
0,11.659710397067743,0.7864130895746686
1,12.614744243813888,0.7875087361511633
2,14.10379325963192,0.751528225861736
3,15.154123049767138,0.7040942850982739
4,14.201053158729144,0.7663950520873751
5,16.345971480383167,0.621796696489299
6,15.915115797052815,0.6673331736504119
7,17.89705624266325,0.34419300855799945
8,18.666432368686174,0.1087020798679027
9,18.8641341650275,3.552713678800501e-16
