d,mean,std
0,11.185198902431145,0.007878324457674874
1,12.617460911168825,0.007874532335967094
2,13.273788529301875,0.007825297937726676
3,13.990547346516474,0.00766104677403554
4,14.758422726739575,0.007312698266929831
5,15.685147256592145,0.006569939114415764
6,16.7124490833444,0.005290505191654699
7,17.721534312721005,0.0035662074887344666
8,18.52093712083884,0.0016035615784073377
9,18.85616939557423,7.97005177194374e-05
