d,0,1
0,0.1626,0.8374
1,0.262,0.738
2,0.3128,0.6872
3,0.3816,0.6184
4,0.4552,0.5448
5,0.5408,0.4592
6,0.6292,0.3708
7,0.7436,0.2564
8,0.864,0.136
9,0.97,0.03
