d_opt,d_true,disc,iter_inner,iter_outer,temp_inner,temp_outer,time
0.4828478999918978,0.5,0.1,10,10,10,1000,0.013786390016321093
0.45815059763624033,0.46,0.01,50,10000,10,100000,188.4738895269693
