d,0,1
0,0.0,1.0
1,0.0,1.0
2,3.7e-05,0.999963
3,0.001018,0.998982
4,0.01189,0.98811
5,0.061022,0.938978
6,0.173633,0.826367
7,0.342746,0.657254
8,0.606557,0.393443
9,0.95563,0.04437
