d,mean,std
0,11.200687688724617,0.00787831279460985
1,12.621061701035726,0.007873795175984886
2,13.293500957150698,0.00781909911471115
3,13.995953998140505,0.007661414246103729
4,14.716092393824702,0.007389367218698916
5,15.470649881673017,0.006968987889188323
6,16.274086955258536,0.006339988927414383
7,17.102407379642752,0.005433566334049547
8,18.88831956006587,1.0658141036401503e-17
9,18.86413416502748,1.7763568394002505e-17
