d,0,1
0,0.1798,0.8202
1,0.2654,0.7346
2,0.3166,0.6834
3,0.3698,0.6302
4,0.4572,0.5428
5,0.5456,0.4544
6,0.637,0.363
7,0.7486,0.2514
8,0.861,0.139
9,0.974,0.026
