d,mean,std
0,12.475019655425024,0.02086251138565487
1,14.296908206482247,0.018380177438600695
2,15.051410271958181,0.017025890116825485
3,15.90369746176815,0.014985981818139236
4,16.648318326556513,0.012746638151222792
5,17.359477219292444,0.010113043566064127
6,17.950501593022118,0.007427877216088574
7,18.44870900864823,0.004402753006739588
8,18.763740256841757,0.001725578887700538
9,18.858706953628207,0.00017441143012335384
