d,0,1
0,0.17397,0.82603
1,0.26383,0.73617
2,0.31885,0.68115
3,0.38259,0.61741
4,0.45868,0.54132
5,0.54021,0.45979
6,0.63445,0.36555
7,0.74483,0.25517
8,0.86455,0.13545
9,0.97217,0.02783
