d,0,1
0,0.1698,0.8302
1,0.25917,0.74083
2,0.31483,0.68517
3,0.37939,0.62061
4,0.45584,0.54416
5,0.54095,0.45905
6,0.63639,0.36361
7,0.74311,0.25689
8,0.86531,0.13469
9,0.97093,0.02907
